TABLE_CATALOG;TABLE_SCHEMA;TABLE_NAME;COLUMN_NAME;ORDINAL_POSITION;COLUMN_DEFAULT;IS_NULLABLE;DATA_TYPE;CHARACTER_MAXIMUM_LENGTH;CHARACTER_OCTET_LENGTH;NUMERIC_PRECISION;NUMERIC_PRECISION_RADIX;NUMERIC_SCALE;DATETIME_PRECISION;CHARACTER_SET_CATALOG;CHARACTER_SET_SCHEMA;CHARACTER_SET_NAME;COLLATION_CATALOG;COLLATION_SCHEMA;COLLATION_NAME;DOMAIN_CATALOG;DOMAIN_SCHEMA;DOMAIN_NAME
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;NivelEducativo;24;NULL;YES;varchar;200;200;NULL;NULL;NULL;NULL;NULL;NULL;iso_1;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;DescripcionOtraOcupacionVictima;25;NULL;YES;varchar;2000;2000;NULL;NULL;NULL;NULL;NULL;NULL;iso_1;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;Usuario;26;NULL;NO;varchar;50;50;NULL;NULL;NULL;NULL;NULL;NULL;iso_1;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;FechaRegistro;27;NULL;NO;datetime;NULL;NULL;NULL;NULL;NULL;3;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;IdTipoPoblacionVulnerable;28;NULL;YES;numeric;NULL;NULL;18;10;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;DescripcionOtroTipoPoblacionVulnerable;29;NULL;YES;varchar;500;500;NULL;NULL;NULL;NULL;NULL;NULL;iso_1;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;DescripcionSindicato;30;NULL;YES;varchar;200;200;NULL;NULL;NULL;NULL;NULL;NULL;iso_1;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;IdMilitantePolitico;31;NULL;YES;numeric;NULL;NULL;18;10;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;DescripcionOtroMilitantePolitico;32;NULL;YES;varchar;500;500;NULL;NULL;NULL;NULL;NULL;NULL;iso_1;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;IdGrupoArmado1;33;NULL;YES;numeric;NULL;NULL;18;10;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;IdDescripcionGrupoArmado1;34;NULL;YES;numeric;NULL;NULL;18;10;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;IdEspecificacionGrupoArmado1;35;NULL;YES;numeric;NULL;NULL;18;10;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;ObservacionesGrupoArmado1;36;NULL;YES;varchar;3000;3000;NULL;NULL;NULL;NULL;NULL;NULL;iso_1;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;IdRangoGrupoArmado;37;NULL;YES;numeric;NULL;NULL;18;10;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;DescripcionRango;38;NULL;YES;nchar;10;20;NULL;NULL;NULL;NULL;NULL;NULL;UNICODE;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;ACC_BUSQUEDA;39;NULL;YES;numeric;NULL;NULL;18;10;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;ACTV_MEC_BUS;40;NULL;YES;varchar;2;2;NULL;NULL;NULL;NULL;NULL;NULL;iso_1;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;FECHA_ACT_BUSQ;41;NULL;YES;date;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;COD_SIRDEC;42;NULL;YES;varchar;200;200;NULL;NULL;NULL;NULL;NULL;NULL;iso_1;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;SIT_VIC;43;NULL;YES;numeric;NULL;NULL;18;10;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;DIAFH;44;NULL;YES;varchar;50;50;NULL;NULL;NULL;NULL;NULL;NULL;iso_1;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;MESFH;45;NULL;YES;varchar;50;50;NULL;NULL;NULL;NULL;NULL;NULL;iso_1;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;ANNOFH;46;NULL;YES;varchar;50;50;NULL;NULL;NULL;NULL;NULL;NULL;iso_1;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;ENTIDAD_RECEP_DENUN;47;NULL;YES;varchar;200;200;NULL;NULL;NULL;NULL;NULL;NULL;iso_1;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;FECHA_DENUN;48;NULL;YES;date;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;MUN_DEN;49;NULL;YES;varchar;10;10;NULL;NULL;NULL;NULL;NULL;NULL;iso_1;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;RAD_SEN_JUD;50;NULL;YES;varchar;200;200;NULL;NULL;NULL;NULL;NULL;NULL;iso_1;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;INFJEV;51;NULL;YES;bit;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;CONFESION;52;NULL;YES;bit;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;INFJLC;53;NULL;YES;varchar;200;200;NULL;NULL;NULL;NULL;NULL;NULL;iso_1;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;DESC_SIG_VS;54;NULL;YES;varchar;1000;1000;NULL;NULL;NULL;NULL;NULL;NULL;iso_1;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;D_DISP_CUERPO;55;NULL;YES;varchar;200;200;NULL;NULL;NULL;NULL;NULL;NULL;iso_1;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;MUN_APARIC;56;NULL;YES;varchar;10;10;NULL;NULL;NULL;NULL;NULL;NULL;iso_1;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;VEREDA_SITIO_AP;57;NULL;YES;varchar;200;200;NULL;NULL;NULL;NULL;NULL;NULL;iso_1;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;ESC_APARIC;58;NULL;YES;varchar;200;200;NULL;NULL;NULL;NULL;NULL;NULL;iso_1;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;COORDEN_APX;59;NULL;YES;varchar;100;100;NULL;NULL;NULL;NULL;NULL;NULL;iso_1;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;COORDEN_APY;60;NULL;YES;varchar;100;100;NULL;NULL;NULL;NULL;NULL;NULL;iso_1;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;REG_HECHOS_GAO;61;NULL;YES;varchar;50;50;NULL;NULL;NULL;NULL;NULL;NULL;iso_1;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;CALETERO;62;NULL;YES;varchar;1;1;NULL;NULL;NULL;NULL;NULL;NULL;iso_1;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;CAMP;63;NULL;YES;varchar;1;1;NULL;NULL;NULL;NULL;NULL;NULL;iso_1;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;COCI;64;NULL;YES;varchar;1;1;NULL;NULL;NULL;NULL;NULL;NULL;iso_1;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;COMAN;65;NULL;YES;varchar;1;1;NULL;NULL;NULL;NULL;NULL;NULL;iso_1;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;COMBA;66;NULL;YES;varchar;1;1;NULL;NULL;NULL;NULL;NULL;NULL;iso_1;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;CONTA;67;NULL;YES;varchar;1;1;NULL;NULL;NULL;NULL;NULL;NULL;iso_1;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;ENTRE;68;NULL;YES;varchar;1;1;NULL;NULL;NULL;NULL;NULL;NULL;iso_1;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;ESCO;69;NULL;YES;varchar;1;1;NULL;NULL;NULL;NULL;NULL;NULL;iso_1;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;OGAOEXTOR;70;NULL;YES;varchar;1;1;NULL;NULL;NULL;NULL;NULL;NULL;iso_1;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;FAB_ARM;71;NULL;YES;varchar;1;1;NULL;NULL;NULL;NULL;NULL;NULL;iso_1;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;MINAS;72;NULL;YES;varchar;1;1;NULL;NULL;NULL;NULL;NULL;NULL;iso_1;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;GUAR;73;NULL;YES;varchar;1;1;NULL;NULL;NULL;NULL;NULL;NULL;iso_1;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;INFORM;74;NULL;YES;varchar;1;1;NULL;NULL;NULL;NULL;NULL;NULL;iso_1;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;PATRU;75;NULL;YES;varchar;1;1;NULL;NULL;NULL;NULL;NULL;NULL;iso_1;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;RADIO;76;NULL;YES;varchar;1;1;NULL;NULL;NULL;NULL;NULL;NULL;iso_1;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;RASP;77;NULL;YES;varchar;1;1;NULL;NULL;NULL;NULL;NULL;NULL;iso_1;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;SER_SALUD;78;NULL;YES;varchar;1;1;NULL;NULL;NULL;NULL;NULL;NULL;iso_1;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;SICA;79;NULL;YES;varchar;1;1;NULL;NULL;NULL;NULL;NULL;NULL;iso_1;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;TRA_ORG;80;NULL;YES;varchar;1;1;NULL;NULL;NULL;NULL;NULL;NULL;iso_1;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;TRA_DRO;81;NULL;YES;varchar;1;1;NULL;NULL;NULL;NULL;NULL;NULL;iso_1;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;TRA_ARMAS;82;NULL;YES;varchar;1;1;NULL;NULL;NULL;NULL;NULL;NULL;iso_1;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;SIN_OFI;83;NULL;YES;varchar;1;1;NULL;NULL;NULL;NULL;NULL;NULL;iso_1;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;OTRO_OFI;84;NULL;YES;varchar;50;50;NULL;NULL;NULL;NULL;NULL;NULL;iso_1;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;DES_H_SIM_PER;85;NULL;YES;varchar;50;50;NULL;NULL;NULL;NULL;NULL;NULL;iso_1;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;DES_SAL;86;NULL;YES;varchar;50;50;NULL;NULL;NULL;NULL;NULL;NULL;iso_1;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;MUNF;87;NULL;YES;varchar;10;10;NULL;NULL;NULL;NULL;NULL;NULL;iso_1;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;DES_MSAL;88;NULL;YES;varchar;50;50;NULL;NULL;NULL;NULL;NULL;NULL;iso_1;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;P_RES_SAL;89;NULL;YES;varchar;50;50;NULL;NULL;NULL;NULL;NULL;NULL;iso_1;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;DES_RES_SAL;90;NULL;YES;varchar;50;50;NULL;NULL;NULL;NULL;NULL;NULL;iso_1;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;F_RES_SAL;91;NULL;YES;varchar;50;50;NULL;NULL;NULL;NULL;NULL;NULL;iso_1;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;OBS_RES_SAL;92;NULL;YES;varchar;50;50;NULL;NULL;NULL;NULL;NULL;NULL;iso_1;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;NUM_VECRE;93;NULL;YES;varchar;50;50;NULL;NULL;NULL;NULL;NULL;NULL;iso_1;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;ABU;94;NULL;YES;varchar;1;1;NULL;NULL;NULL;NULL;NULL;NULL;iso_1;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;AME_VID;95;NULL;YES;varchar;1;1;NULL;NULL;NULL;NULL;NULL;NULL;iso_1;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;INTE_ECO;96;NULL;YES;varchar;1;1;NULL;NULL;NULL;NULL;NULL;NULL;iso_1;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;INT_ARM;97;NULL;YES;varchar;1;1;NULL;NULL;NULL;NULL;NULL;NULL;iso_1;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;INTE_RECPOD;98;NULL;YES;varchar;1;1;NULL;NULL;NULL;NULL;NULL;NULL;iso_1;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;MEN_IN;99;NULL;YES;varchar;1;1;NULL;NULL;NULL;NULL;NULL;NULL;iso_1;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;MIE_PE;100;NULL;YES;varchar;1;1;NULL;NULL;NULL;NULL;NULL;NULL;iso_1;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;PRO_SUP;101;NULL;YES;varchar;1;1;NULL;NULL;NULL;NULL;NULL;NULL;iso_1;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;RED_CON;102;NULL;YES;varchar;1;1;NULL;NULL;NULL;NULL;NULL;NULL;iso_1;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;VENG;103;NULL;YES;varchar;1;1;NULL;NULL;NULL;NULL;NULL;NULL;iso_1;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;VIN_FAMGAO;104;NULL;YES;varchar;1;1;NULL;NULL;NULL;NULL;NULL;NULL;iso_1;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;SIN_INFOFV;105;NULL;YES;varchar;1;1;NULL;NULL;NULL;NULL;NULL;NULL;iso_1;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;OTRO_FV;106;NULL;YES;varchar;50;50;NULL;NULL;NULL;NULL;NULL;NULL;iso_1;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;ENTO_VS;107;NULL;YES;varchar;1;1;NULL;NULL;NULL;NULL;NULL;NULL;iso_1;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;ENT_NPRO;108;NULL;YES;varchar;1;1;NULL;NULL;NULL;NULL;NULL;NULL;iso_1;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;EXP_LAB;109;NULL;YES;varchar;1;1;NULL;NULL;NULL;NULL;NULL;NULL;iso_1;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;LIM_SOC;110;NULL;YES;varchar;1;1;NULL;NULL;NULL;NULL;NULL;NULL;iso_1;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;MOD_EDU;111;NULL;YES;varchar;1;1;NULL;NULL;NULL;NULL;NULL;NULL;iso_1;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;PRES_ACT;112;NULL;YES;varchar;1;1;NULL;NULL;NULL;NULL;NULL;NULL;iso_1;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;SIN_EDU;113;NULL;YES;varchar;1;1;NULL;NULL;NULL;NULL;NULL;NULL;iso_1;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;VIO_INTR;114;NULL;YES;varchar;1;1;NULL;NULL;NULL;NULL;NULL;NULL;iso_1;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;ECO_ILE;115;NULL;YES;varchar;1;1;NULL;NULL;NULL;NULL;NULL;NULL;iso_1;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;SIN_INFOFA;116;NULL;YES;varchar;1;1;NULL;NULL;NULL;NULL;NULL;NULL;iso_1;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;OTRO_FA;117;NULL;YES;varchar;50;50;NULL;NULL;NULL;NULL;NULL;NULL;iso_1;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;IdRangoFuerzasArmadas;118;NULL;YES;numeric;NULL;NULL;18;10;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;D_RAN_GAO;119;NULL;YES;varchar;1000;1000;NULL;NULL;NULL;NULL;NULL;NULL;iso_1;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;OBS_SIT_VIC;120;NULL;YES;varchar;1000;1000;NULL;NULL;NULL;NULL;NULL;NULL;iso_1;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;M_CAUT;121;NULL;YES;numeric;NULL;NULL;18;10;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;TIPO_LIB;122;NULL;YES;numeric;NULL;NULL;18;10;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;H_SIM_PER;123;NULL;YES;numeric;NULL;NULL;18;10;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;O_M_CAUT;124;NULL;YES;varchar;500;500;NULL;NULL;NULL;NULL;NULL;NULL;iso_1;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;O_TIPO_LIB;125;NULL;YES;varchar;500;500;NULL;NULL;NULL;NULL;NULL;NULL;iso_1;NULL;NULL;Modern_Spanish_CI_AS;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;DIAS_CAUTV;126;NULL;YES;numeric;NULL;NULL;18;10;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;NO_SECS;127;NULL;YES;numeric;NULL;NULL;18;10;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;FECHA_ACT_S;128;NULL;YES;date;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;T_SAL;129;NULL;YES;numeric;NULL;NULL;18;10;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;MOT_SAL;130;NULL;YES;numeric;NULL;NULL;18;10;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;NIV_EDU;131;NULL;YES;numeric;NULL;NULL;18;10;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;ABOR_FORZ;132;NULL;YES;numeric;NULL;NULL;18;10;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;ABU_SEX;133;NULL;YES;numeric;NULL;NULL;18;10;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;ACOS_SEX;134;NULL;YES;numeric;NULL;NULL;18;10;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;ANT_EST_FOR;135;NULL;YES;numeric;NULL;NULL;18;10;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
CentrosHistoricosObservatorio;dbo;tmpTipoDocNAPersonas;CAMB_FOR;136;NULL;YES;numeric;NULL;NULL;18;10;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
